City,Region,Country,AirQuality,WaterPollution
Belvidere, Illinois,United States of America,75.0,25.0
Limassol, Limassol District,Cyprus,56.25,31.48148148148148
Hefei, Anhui,People's Republic of China,25.0,75.0
Gangtok, Sikkim,India,90.625,46.875
Joensuu, ,Finland,100.0,0.0
Haskovo, Haskovo Province,Bulgaria,25.0,25.0
Embu, Eastern Province,Kenya,87.5,25.0
Yambol, Yambol Province,Bulgaria,55.00000000000001,37.5
Pazardzhik, Pazardzhik Province,Bulgaria,25.0,50.0
Chattanooga, Tennessee,United States of America,79.41176470588236,61.53846153846154
Hurghada, Red Sea Governorate,Egypt,66.66666666666666,75.0
Constantine, Constantine Province,Algeria,41.66666666666667,56.25
Kavala, ,Greece,83.33333333333333,0.0
Spokane, Washington,United States of America,77.88461538461539,25.0
Dunaujvaros, ,Hungary,60.0,50.0
Tatabanya, Komarom-Esztergom County,Hungary,62.5,50.0
Mostoles, Community of Madrid,Spain,87.5,50.0
Wollongong, New South Wales,Australia,76.13636363636364,30.26315789473684
Sunderland, England,United Kingdom,87.5,62.5
Blackburn, England,United Kingdom,0.0,75.0
Braila, Braila County,Romania,41.66666666666667,81.25
Blantyre, Southern Region,Malawi,100.0,0.0
Rhodes, ,Greece,92.85714285714286,21.42857142857143
Kitakyushu, Fukuoka Prefecture,Japan,83.33333333333333,75.0
Ribeirao Preto, Sao Paulo,Brazil,47.72727272727273,61.11111111111112
Kutahya, Kutahya Province,Turkey,0.0,50.0
Nova Iguacu, Rio de Janeiro,Brazil,45.0,100.0
Sorocaba, Sao Paulo,Brazil,53.57142857142857,41.66666666666667
Petropolis, Rio de Janeiro,Brazil,100.0,75.0
Mytilene, North Aegean Region,Greece,100.0,37.5
Cairns, Queensland,Australia,77.27272727272727,37.39516129032258
Usak, Usak Province,Turkey,8.333333333333332,66.66666666666666
Hermosillo, Sonora,Mexico,65.27777777777779,51.388888888888886
Utena, ,Lithuania,87.5,50.0
Amadora, Lisbon,Portugal,75.0,75.0
Kyustendil, Kyustendil Province,Bulgaria,62.5,50.0
Lovech, Lovech Province,Bulgaria,37.5,50.0
Damietta, Damietta Governorate,Egypt,0.0,100.0
Vratsa, Vratsa Province,Bulgaria,35.714285714285715,75.0
Bizerte, Bizerte Governorate,Tunisia,18.75,43.75
Missoula, Montana,United States of America,79.6875,22.916666666666668
Guilin, Guangxi,People's Republic of China,12.5,50.0
Karabuk, Karabuk Province,Turkey,21.42857142857143,25.0
Haikou, Hainan,People's Republic of China,60.0,37.5
Argos, Peloponnese Region,Greece,25.0,100.0
Sligo, Connacht,Ireland,75.0,50.0
Cienfuegos, Cienfuegos Province,Cuba,0.0,100.0
Townsville, Queensland,Australia,89.28571428571428,40.625
Luang Prabang, Luang Prabang Province,Laos,32.14285714285714,83.33333333333333
Mikkeli, ,Finland,100.0,16.666666666666668
Petah Tikva, Central District,Israel,27.77777777777778,20.83333333333333
Alexandroupoli, ,Greece,87.5,31.25
Abha, 'Asir Province,Saudi Arabia,93.75,18.75
Jekabpils, ,Latvia,100.0,0.0
Kanazawa, Ishikawa Prefecture,Japan,100.0,0.0
Vila Nova de Gaia, Porto,Portugal,67.5,31.25
Sao Jose dos Campos, Sao Paulo,Brazil,69.0,26.47058823529412
Santo Andre, Sao Paulo,Brazil,50.0,0.0
Ventimiglia, Liguria,Italy,50.0,25.0
Karvina, ,Czech Republic,30.0,50.0
Mlada Boleslav, ,Czech Republic,70.0,50.0
Asenovgrad, Plovdiv region,Bulgaria,25.0,0.0
Sisak, Sisak-Moslavina County,Croatia,37.5,50.0
Kotka, ,Finland,100.0,0.0
Holon, Tel Aviv District,Israel,32.14285714285714,25.0
Netanya, Central District,Israel,77.77777777777779,27.77777777777778
Ciudad del Este, Alto Parana Department,Paraguay,100.0,0.0
Northampton, England,United Kingdom,77.27272727272727,32.14285714285714
Vaslui, Vaslui County,Romania,62.5,50.0
Champigny-sur-Marne, Ile-de-France,France,90.0,0.0
Aizawl, Mizoram,India,100.0,75.0
Londrina, Parana,Brazil,80.0,35.0
Boulder, Colorado,United States of America,85.0,47.91666666666667
Leskovac, Jablanica District,Serbia,87.5,0.0
Ramnicu Valcea, Valcea County,Romania,87.5,31.25
Ramat Gan, Tel Aviv District,Israel,32.5,29.166666666666664
Kardzhali, Kardzhali Province,Bulgaria,40.0,50.0
Smolyan, Smolyan Province,Bulgaria,100.0,50.0
Carlisle, England,United Kingdom,89.28571428571428,0.0
Havirov, ,Czech Republic,50.0,0.0
Juiz de Fora, Minas Gerais,Brazil,80.0,58.333333333333336
Duque de Caxias, Rio de Janeiro,Brazil,12.5,50.0
Erd, Pest County,Hungary,66.66666666666666,37.5
Kajaani, ,Finland,100.0,50.0
Bulawayo, ,Zimbabwe,67.85714285714286,71.42857142857143
Iquitos, Loreto,Peru,25.0,75.0
Porvoo, Uusimaa,Finland,100.0,0.0
Rybinsk, Yaroslavl Oblast,Russia,25.0,100.0
Miercurea Ciuc, Harghita County,Romania,90.0,0.0
Artvin, Artvin Province,Turkey,58.333333333333336,50.0
Armagh, Northern Ireland,United Kingdom,75.0,50.0
Angra do Heroismo, Azores,Portugal,100.0,0.0
Cheb, ,Czech Republic,87.5,50.0
Sergiyev Posad, Moscow Oblast,Russia,75.0,75.0
Oujda, Oriental,Morocco,75.0,50.0
Birjand, South Khorasan Province,Iran,60.0,0.0
Drobeta-Turnu Severin, Mehedinți County,Romania,45.0,50.0
Rueil-Malmaison, Ile-de-France,France,58.333333333333336,25.0
Seraing, Wallonia,Belgium,75.0,50.0
Serpukhov, Moscow Oblast,Russia,0.0,50.0
Nigde, Nigde Province,Turkey,0.0,50.0
Irbid, Irbid Governorate,Jordan,25.0,56.25
Canoas, Rio Grande do Sul,Brazil,62.5,87.5
Uberlandia, Minas Gerais,Brazil,87.5,37.5
Mogi das Cruzes, Sao Paulo,Brazil,90.0,20.0
Sao Carlos, Sao Paulo,Brazil,80.0,45.0
Feira de Santana, Bahia,Brazil,62.5,62.5
Karakol, Issyk-Kul Region,Kyrgyzstan,25.0,50.0
Buckingham, England,United Kingdom,100.0,0.0
Stary Oskol, Belgorod Oblast,Russia,0.0,100.0
Zhangjiagang, Jiangsu,People's Republic of China,15.000000000000002,100.0
Zhangjiajie, Hunan,People's Republic of China,0.0,50.0
Zhangye, Gansu,People's Republic of China,0.0,50.0
Zhaotong, Yunnan,People's Republic of China,50.0,50.0
Zhaoyuan, Shandong,People's Republic of China,0.0,50.0
Khimki, Moscow Oblast,Russia,33.333333333333336,66.66666666666666
Zhoukou, Henan,People's Republic of China,0.0,50.0
Zhuji, Zhejiang,People's Republic of China,0.0,50.0
Zhumadian, Henan,People's Republic of China,0.0,50.0
Zhuzhou, Hunan,People's Republic of China,0.0,50.0
Zibo, Shandong,People's Republic of China,0.0,50.0
Aktau, Mangystau Region,Kazakhstan,8.333333333333332,91.66666666666669
Dehradun, Uttarakhand,India,41.12903225806451,66.66666666666666
Agri, Agri Province,Turkey,25.0,50.0
Guwahati, Assam,India,33.75,78.77358490566037
Canakkale, Canakkale Province,Turkey,80.0,37.5
Balikesir, Balikesir Province,Turkey,35.0,50.0
Tacoma, Washington,United States of America,78.94736842105263,50.0
Karbala, Karbala Governorate,Iraq,12.5,87.5
Visakhapatnam, Andhra Pradesh,India,40.406976744186046,69.62025316455696
Vijayawada, Andhra Pradesh,India,30.113636363636363,58.75
Jodhpur, Rajasthan,India,27.77777777777778,65.625
Matsuyama, Ehime Prefecture,Japan,75.0,25.0
Hamilton, Waikato Region,New Zealand,93.42105263157896,25.0
Latakia, Latakia Governorate,Syria,62.5,37.5
Volos, ,Greece,50.0,55.55555555555556
Ajmer, Rajasthan,India,50.0,45.83333333333333
Jamshedpur, Jharkhand,India,46.32352941176471,55.38461538461539
Okayama, Okayama Prefecture,Japan,25.0,0.0
Ludhiana, Punjab,India,17.857142857142854,68.18181818181819
Kitchener, Ontario,Canada,80.43478260869566,30.26315789473684
Nashik, Maharashtra,India,69.44444444444444,50.0
Meerut, Uttar Pradesh,India,27.659574468085108,75.6578947368421
Kochi, Kochi Prefecture,Japan,100.0,50.0
Mathura, ,India,53.125,66.0
Udaipur, Rajasthan,India,57.14285714285714,72.58064516129032
Povoa de Varzim, Porto,Portugal,75.0,50.0
Utsunomiya, Tochigi Prefecture,Japan,100.0,75.0
Faridabad, Haryana,India,13.068181818181818,80.42168674698796
Slubice, Lubusz Voivodeship,Poland,87.5,50.0
Aurangabad, Maharashtra,India,30.64516129032258,62.0
Bikaner, Rajasthan,India,61.90476190476191,54.16666666666666
Niksic, Niksic Municipality,Montenegro,25.0,50.0
Aguascalientes City, Aguascalientes,Mexico,73.61111111111111,48.61111111111111
Jabalpur, Madhya Pradesh,India,42.85714285714286,68.10344827586206
Rethymno, ,Greece,85.0,0.0
Swindon, England,United Kingdom,41.66666666666667,12.5
Bolu, Bolu Province,Turkey,75.0,37.5
Giresun, Giresun Province,Turkey,37.5,50.0
Rize, Rize Province,Turkey,65.0,25.0
Zrenjanin, ,Serbia,46.875,96.875
Buzau, Buzau County,Romania,70.0,50.0
Sanok, Podkarpackie Voivodeship,Poland,62.5,50.0
Huddersfield, England,United Kingdom,58.333333333333336,0.0
Aligarh, Uttar Pradesh,India,50.0,0.0
Asansol, West Bengal,India,25.96153846153846,68.4782608695652
Hameenlinna, Tavastia Proper,Finland,75.0,25.0
Aba, Abia State,Nigeria,0.0,50.0
Foz do Iguacu, Parana,Brazil,100.0,33.333333333333336
Giurgiu, Giurgiu County,Romania,50.0,50.0
Targu Jiu, Gorj County,Romania,37.5,50.0
Sfantu Gheorghe, Covasna County,Romania,100.0,0.0
Novi Pazar, Raska District,Serbia,75.0,0.0
Oldham, England,United Kingdom,100.0,0.0
Otsu, Shiga Prefecture,Japan,100.0,0.0
Kingston, Ontario,Canada,83.33333333333333,29.54545454545454
Perth, Scotland,United Kingdom,41.66666666666667,58.333333333333336
Whistler, British Columbia,Canada,100.0,50.0
Kandy, Central Province,Sri Lanka,28.125,43.42105263157895
Napier, ,New Zealand,90.3846153846154,50.0
Mazeikiai, ,Lithuania,62.5,50.0
Luton, England,United Kingdom,77.5,41.66666666666667
Visaginas, ,Lithuania,87.5,12.5
Southend-on-Sea, England,United Kingdom,61.11111111111112,65.0
Milton Keynes, England,United Kingdom,86.8421052631579,16.666666666666668
Toyama, Toyama Prefecture,Japan,100.0,0.0
San Luis Potosi, San Luis Potosi,Mexico,48.21428571428572,59.61538461538461
Kouvola, ,Finland,100.0,0.0
Bihac, Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,100.0,0.0
Sabac, Macva District,Serbia,25.0,83.33333333333333
Modesto, California,United States of America,46.66666666666666,54.54545454545454
Hereford, England,United Kingdom,75.0,8.333333333333332
Deva, Hunedoara County,Romania,81.25,31.25
Dundalk, Leinster,Ireland,81.25,31.25
Pancevo, ,Serbia,10.714285714285715,53.57142857142857
Granada, Granada Department,Nicaragua,25.0,25.0
Cascavel, Parana,Brazil,100.0,37.5
Howrah, West Bengal,India,50.0,75.0
Corfu, ,Greece,88.63636363636364,25.0
Aspen, Colorado,United States of America,75.0,50.0
Qiqihar, Heilongjiang,People's Republic of China,12.5,50.0
Yalova, Yalova Province,Turkey,46.875,43.75
Kraljevo, Raska District,Serbia,37.5,37.5
Nelson, Nelson Region,New Zealand,83.33333333333333,29.166666666666664
Kyrenia, ,Cyprus,75.0,50.0
Ajka, Veszprem County,Hungary,75.0,50.0
Nevsehir, Nevsehir Province,Turkey,50.0,0.0
Duzce, Duzce Province,Turkey,0.0,50.0
Kirikkale, Kirikkale Province,Turkey,4.166666666666669,50.0
Hakkari, Hakkari Province,Turkey,0.0,50.0
Corum, Corum Province,Turkey,12.5,50.0
Kirklareli, Kirklareli Province,Turkey,32.14285714285714,0.0
Kastoria, West Macedonia Region,Greece,100.0,0.0
Cheltenham, England,United Kingdom,75.0,0.0
Slatina, Olt County,Romania,58.333333333333336,25.0
Ghaziabad, Uttar Pradesh,India,12.903225806451612,80.0
Drogheda, Leinster,Ireland,100.0,12.5
Zliten, Murqub,Libya,75.0,100.0
Rehovot, Central District,Israel,37.5,31.25
Vac, Pest County,Hungary,100.0,0.0
Tuxtla Gutierrez, Chiapas,Mexico,75.0,31.25
Trikala, ,Greece,95.83333333333331,33.333333333333336
Bijelo Polje, Bijelo Polje Municipality,Montenegro,0.0,75.0
Lod, Central District,Israel,25.0,100.0
Chichester, England,United Kingdom,100.0,0.0
Thane, Maharashtra,India,41.66666666666667,70.94594594594594
Shillong, Meghalaya,India,73.33333333333334,73.33333333333334
Hyvinkaa, Uusimaa,Finland,100.0,50.0
Tauranga, Bay of Plenty Region,New Zealand,83.92857142857143,36.36363636363637
Kokkola, ,Finland,95.0,75.0
Tepic, Nayarit,Mexico,100.0,50.0
Fethiye, Mugla Province,Turkey,100.0,75.0
Bilecik, Bilecik Province,Turkey,20.83333333333333,50.0
Valjevo, Kolubara District,Serbia,0.0,75.0
Cacak, Moravica District,Serbia,41.66666666666667,50.0
Imphal, Manipur,India,47.91666666666667,65.38461538461539
Wigan, England,United Kingdom,87.5,12.5
Ponta Delgada, Azores,Portugal,100.0,4.999999999999999
Viana do Castelo, Viana do Castelo,Portugal,100.0,58.333333333333336
Patiala, ,India,33.333333333333336,69.11764705882352
Berane, Berane Municipality,Montenegro,100.0,0.0
Bedford, England,United Kingdom,80.0,75.0
Eastbourne, England,United Kingdom,79.16666666666667,0.0
Kaduna, Kaduna State,Nigeria,31.25,56.25
Kirkwall, Scotland,United Kingdom,100.0,50.0
Borjomi, Samtskhe-Javakheti,Georgia,100.0,50.0
Komotini, ,Greece,75.0,18.75
Vallejo, California,United States of America,100.0,50.0
Thousand Oaks, California,United States of America,92.5,20.83333333333333
Sunnyvale, California,United States of America,77.08333333333333,55.55555555555556
Kaifeng, Henan,People's Republic of China,0.0,100.0
Maringa, Parana,Brazil,95.83333333333331,25.0
Bat Yam, Tel Aviv District,Israel,50.0,41.66666666666667
Prievidza, Trencin Region,Slovakia,80.0,0.0
Hachioji, ,Japan,75.0,50.0
Rotorua, Bay of Plenty Region,New Zealand,72.91666666666666,45.0
Santa Marta, Magdalena Department,Colombia,50.0,71.42857142857143
Toluca, State of Mexico,Mexico,25.0,41.66666666666667
Torquay, England,United Kingdom,56.25,37.5
Burnley, England,United Kingdom,37.5,25.0
Ennis, ,Ireland,100.0,50.0
Oxnard, California,United States of America,95.0,0.0
East London, Eastern Cape,South Africa,70.83333333333334,58.333333333333336
Kolhapur, Maharashtra,India,52.88461538461539,69.04761904761905
Sagamihara, Kanagawa Prefecture,Japan,75.0,50.0
Biala Podlaska, Lublin Voivodeship,Poland,50.0,50.0
Edessa, ,Greece,100.0,0.0
Ambato, Tungurahua Province,Ecuador,72.22222222222221,75.0
Yozgat, Yozgat Province,Turkey,25.0,50.0
Xanthi, ,Greece,100.0,35.0
Beihai, Guangxi,People's Republic of China,21.875,75.0
Katerini, ,Greece,37.5,37.5
Yantai, Shandong,People's Republic of China,20.83333333333333,50.0
Ubud, Bali,Indonesia,50.0,25.0
Livadeia, Central Greece Region,Greece,62.5,50.0
Villahermosa, Tabasco,Mexico,56.25,43.75
Chelmsford, England,United Kingdom,62.5,12.5
Imatra, ,Finland,91.66666666666669,0.0
Roeselare, Flemish Region,Belgium,75.0,50.0
Johvi, Ida-Viru County,Estonia,100.0,50.0
Yinchuan, Ningxia,People's Republic of China,0.0,50.0
Beira, Sofala,Mozambique,0.0,100.0
Carlow, Leinster,Ireland,58.333333333333336,41.66666666666667
Bayburt, Bayburt Province,Turkey,100.0,0.0
Oshawa, Ontario,Canada,84.09090909090908,32.14285714285714
Slough, England,United Kingdom,35.714285714285715,60.0
Dunfermline, Scotland,United Kingdom,100.0,0.0
Kusadasi, Aydin Province,Turkey,25.0,100.0
Entebbe, ,Uganda,50.0,75.0
Palmerston North, ,New Zealand,95.83333333333331,32.14285714285714
Arak, Markazi Province,Iran,2.2727272727272707,67.85714285714286
Lushnje, Fier County,Albania,0.0,100.0
Shariff Aguak, ,Philippines,25.0,0.0
Antigua Guatemala, Sacatepequez Department,Guatemala,32.14285714285714,53.57142857142857
West Bromwich, England,United Kingdom,50.0,0.0
Drama, ,Greece,100.0,25.0
Wadowice, Lesser Poland Voivodeship,Poland,30.0,0.0
New Plymouth, ,New Zealand,95.0,15.000000000000002
Santa Rosa, California,United States of America,81.25,29.54545454545454
Akola, Maharashtra,India,31.521739130434785,62.5
Bareilly, Uttar Pradesh,India,45.83333333333333,48.52941176470589
Elva, Tartu County,Estonia,100.0,8.333333333333332
Maidstone, England,United Kingdom,12.5,50.0
Darlington, England,United Kingdom,100.0,0.0
Barcelos, Braga,Portugal,100.0,50.0
Tirunelveli, ,India,55.55555555555556,75.0
Amagasaki, Hyogo Prefecture,Japan,100.0,0.0
Rapid City, South Dakota,United States of America,92.5,37.5
Tralee, ,Ireland,91.66666666666669,8.333333333333332
Guildford, England,United Kingdom,67.85714285714286,39.285714285714285
Aylesbury, England,United Kingdom,58.333333333333336,25.0
Binghamton, New York,United States of America,62.5,62.5
Dudley, England,United Kingdom,100.0,0.0
Bellevue, Washington,United States of America,94.23076923076924,19.444444444444443
Trujillo, La Libertad,Peru,50.0,37.5
Kocani, Kocani Municipality,North Macedonia,12.5,50.0
Kisumu, ,Kenya,100.0,0.0
Panaji, Goa,India,25.0,50.0
Lohja, Uusimaa,Finland,100.0,50.0
Kazincbarcika, Borsod-Abauj-Zemplen County,Hungary,50.0,50.0
Znojmo, ,Czech Republic,87.5,50.0
Jaffna, Northern Province,Sri Lanka,53.57142857142857,53.57142857142857
Lomza, Podlaskie Voivodeship,Poland,75.0,50.0
Slobozia, Ialomița County,Romania,25.0,75.0
Warrington, England,United Kingdom,75.0,25.0
Xiangtan, Hunan,People's Republic of China,0.0,50.0
Harrogate, England,United Kingdom,75.0,6.25
Rapla, Rapla County,Estonia,100.0,50.0
Husavik, ,Iceland,50.0,50.0
Fayetteville, Arkansas,United States of America,94.44444444444444,20.0
El Jadida, Casablanca-Settat,Morocco,15.000000000000002,65.0
Macon, Georgia,United States of America,60.0,50.0
Montana, Montana Province,Bulgaria,20.0,50.0
Kuching, Sarawak,Malaysia,61.90476190476191,61.66666666666667
Walvis Bay, Erongo Region,Namibia,25.0,58.333333333333336
Xalapa, Veracruz,Mexico,62.5,18.75
Cugir, Alba County,Romania,100.0,25.0
Vinkovci, Vukovar-Syrmia County,Croatia,100.0,0.0
Comodoro Rivadavia, Chubut Province,Argentina,85.71428571428572,58.333333333333336
Walla Walla, Washington,United States of America,100.0,0.0
Ibague, Tolima Department,Colombia,56.61764705882353,79.04411764705883
Casper, Wyoming,United States of America,100.0,33.333333333333336
Tivat, Tivat Municipality,Montenegro,65.0,50.0
Mansoura, ,Egypt,37.5,70.0
Redmond, Washington,United States of America,87.5,33.333333333333336
Piura, Piura,Peru,25.0,75.0
Johor Bahru, Johor,Malaysia,50.0,56.25
Geelong, Victoria,Australia,83.33333333333333,23.809523809523807
Kelowna, British Columbia,Canada,79.8780487804878,32.432432432432435
Peoria, Illinois,United States of America,96.875,29.166666666666664
Gisborne, ,New Zealand,0.0,75.0
Aberdeen, Washington,United States of America,100.0,0.0
Rockford, Illinois,United States of America,60.71428571428571,60.0
Vancouver, Washington,United States of America,73.07692307692308,29.807692307692307
Erie, Pennsylvania,United States of America,80.0,100.0
Chelm, Lublin Voivodeship,Poland,50.0,50.0
Hollywood, Florida,United States of America,100.0,37.5
Al Ain, Emirate of Abu Dhabi,United Arab Emirates,44.79166666666667,38.88888888888889
Suwalki, Podlaskie Voivodeship,Poland,87.5,50.0
Aberdeen, South Dakota,United States of America,50.0,83.33333333333333
Tunja, Boyaca Department,Colombia,100.0,75.0
Solapur, Maharashtra,India,20.83333333333333,73.07692307692308
Reading, Pennsylvania,United States of America,87.5,50.0
Brunswick, Vermont,United States of America,100.0,37.5
Nakuru, ,Kenya,75.0,25.0
Kitwe, Copperbelt Province,Zambia,0.0,100.0
Columbus, Georgia,United States of America,82.5,45.0
Mission, Texas,United States of America,100.0,0.0
Bauru, Sao Paulo,Brazil,58.333333333333336,50.0
Plasencia, Extremadura,Spain,75.0,50.0
Huntington, West Virginia,United States of America,75.0,25.0
Kingsport, Tennessee,United States of America,56.25,93.75
Givet, ,France,100.0,50.0
Bhilai, Chhattisgarh,India,34.82142857142857,55.68181818181818
Abeche, Ouaddai Region,Chad,62.5,37.5
Sremska Mitrovica, ,Serbia,75.0,12.5
Ponta Grossa, Parana,Brazil,62.5,37.5
Bhavnagar, Gujarat,India,61.36363636363637,61.90476190476191
Jhansi, Uttar Pradesh,India,47.82608695652174,69.73684210526316
Naperville, Illinois,United States of America,83.33333333333333,12.5
Morogoro, ,Tanzania,66.66666666666666,100.0
Gujranwala, Punjab,Pakistan,18.05555555555556,54.41176470588235
Khulna, Khulna Division,Bangladesh,45.83333333333333,39.285714285714285
Changwon, South Gyeongsang,South Korea,31.25,75.0
Bucaramanga, Santander Department,Colombia,40.0,25.0
Nishinomiya, Hyogo Prefecture,Japan,62.5,50.0
Setif, Setif Province,Algeria,50.0,100.0
Burnaby, British Columbia,Canada,77.77777777777779,41.07142857142857
Clearwater, Florida,United States of America,85.71428571428572,35.714285714285715
Dhanbad, Jharkhand,India,20.192307692307693,64.13043478260869
Bani Walid, Misrata District,Libya,100.0,50.0
Tabuk, Tabuk Province,Saudi Arabia,50.0,25.0
Taichung, ,Taiwan,22.794117647058822,75.79365079365078
Lewes, England,United Kingdom,100.0,0.0
Wuwei, Gansu,People's Republic of China,0.0,50.0
Traralgon, Victoria,Australia,75.0,50.0
Olaine, Olaine Municipality,Latvia,100.0,0.0
Keelung, Taiwan Province,Taiwan,50.0,50.0
Bharatpur, Bagmati,Nepal,87.5,12.5
Sochaczew, Masovian Voivodeship,Poland,37.5,50.0
Bad Ischl, Upper Austria,Austria,85.0,50.0
Knysna, Western Cape,South Africa,100.0,25.0
Amstetten, Lower Austria,Austria,62.5,50.0
Vocklabruck, Upper Austria,Austria,100.0,50.0
Gaya, Bihar,India,0.0,50.0
Simbach am Inn, Bavaria,Germany,100.0,50.0
Clifton, New Jersey,United States of America,100.0,0.0
Jammu, Jammu and Kashmir,India,44.76744186046512,62.82051282051282
Hallein, Salzburg,Austria,100.0,50.0
Abensberg, Bavaria,Germany,100.0,50.0
Bunbury, Western Australia,Australia,100.0,0.0
Mittersill, Salzburg,Austria,50.0,50.0
Naples, Florida,United States of America,80.76923076923077,30.76923076923077
Bruck an der Mur, Styria,Austria,75.0,50.0
Traun, Upper Austria,Austria,87.5,50.0
Steyr, Upper Austria,Austria,100.0,50.0
Chiclayo, Lambayeque,Peru,50.0,50.0
Karaman, Karaman Province,Turkey,20.0,0.0
Ozamiz, ,Philippines,87.5,50.0
Baniyas, Tartus Governorate,Syria,25.0,91.66666666666669
Trowbridge, England,United Kingdom,0.0,100.0
Yongzhou, Hunan,People's Republic of China,0.0,50.0
Aurora, Ontario,Canada,50.0,37.5
Newport Beach, California,United States of America,93.75,25.0
Dhahran, Eastern Province,Saudi Arabia,40.625,40.625
Buchanan, Grand Bassa County,Liberia,0.0,50.0
Amravati, Maharashtra,India,36.25,59.61538461538461
Belgaum, Karnataka,India,46.71052631578947,82.43243243243244
Lethbridge, Alberta,Canada,68.75,36.36363636363637
Contagem, Minas Gerais,Brazil,50.0,75.0
Scranton, Pennsylvania,United States of America,92.85714285714286,41.66666666666667
Ipoh, Perak,Malaysia,61.11111111111112,50.0
Abbotsford, British Columbia,Canada,64.28571428571428,36.458333333333336
Moshi, Kilimanjaro Region,Tanzania,75.0,0.0
Tanta, Gharbia Governorate,Egypt,37.5,80.0
Turnhout, Flemish Region,Belgium,75.0,50.0
Makarska, Split-Dalmatia County,Croatia,100.0,0.0
Sanandaj, Kurdistan Province,Iran,3.57142857142857,83.33333333333333
Haridwar, Uttarakhand,India,71.875,53.125
Cascais, Lisbon,Portugal,78.125,41.66666666666667
Tsukuba, Ibaraki Prefecture,Japan,100.0,25.0
Santarem, Santarem,Portugal,95.0,50.0
Niagara Falls, Ontario,Canada,83.33333333333333,43.75
San Pedro Sula, Cortes Department,Honduras,28.57142857142857,67.85714285714286
Jundiai, Sao Paulo,Brazil,67.85714285714286,4.999999999999999
Massawa, Northern Red Sea Region,Eritrea,100.0,25.0
Caldas da Rainha, Leiria,Portugal,50.0,50.0
Volta Redonda, Rio de Janeiro,Brazil,50.0,50.0
Nove Zamky, Nitra Region,Slovakia,75.0,0.0
Hajnowka, Podlaskie Voivodeship,Poland,62.5,50.0
Karaikal, Puducherry,India,50.0,50.0
Azaz, Aleppo Governorate,Syria,8.333333333333332,50.0
Modling, Lower Austria,Austria,87.5,50.0
Noida, Uttar Pradesh,India,11.482558139534882,82.63473053892216
Coonoor, Tamil Nadu,India,87.5,45.0
David, Chiriqui Province,Panama,80.0,30.0
Teixeira de Freitas, Bahia,Brazil,25.0,100.0
Albany, Georgia,United States of America,75.0,16.666666666666668
Duluth, Georgia,United States of America,50.0,0.0
Blacksburg, Virginia,United States of America,75.0,0.0
Newport, New Hampshire,United States of America,100.0,0.0
Sharjah, Emirate of Sharjah,United Arab Emirates,54.41176470588235,36.76470588235294
Rio Claro, Sao Paulo,Brazil,25.0,50.0
Valsad, Gujarat,India,75.0,75.0
Muonio, ,Finland,100.0,0.0
Kakamega, ,Kenya,100.0,75.0
Middletown, New York,United States of America,100.0,25.0
Daqing, Heilongjiang,People's Republic of China,12.5,50.0
Abastumani, Samtskhe-Javakheti,Georgia,62.5,50.0
Al Wakrah, ,Qatar,14.285714285714285,25.0
Witbank, Mpumalanga,South Africa,16.249999999999996,98.4375
Boston, England,United Kingdom,62.5,25.0
Naga, ,Philippines,70.0,45.0
Joplin, Missouri,United States of America,79.16666666666667,18.75
Bojnord, North Khorasan Province,Iran,0.0,50.0
Bahawalpur, ,Pakistan,75.0,60.0
Vilvoorde, Flemish Region,Belgium,75.0,50.0
Gospic, Lika-Senj County,Croatia,100.0,0.0
Galle, Southern Province,Sri Lanka,75.0,37.5
Sanya, Hainan,People's Republic of China,70.0,0.0
Siedlce, Masovian Voivodeship,Poland,46.42857142857143,50.0
San Juan de Pasto, Narino Department,Colombia,70.0,75.0
Lancaster, Pennsylvania,United States of America,66.66666666666666,45.0
Pocatello, Idaho,United States of America,83.33333333333333,87.5
Bata, ,Equatorial Guinea,25.0,25.0
Novo Hamburgo, Rio Grande do Sul,Brazil,87.5,0.0
Abingdon-on-Thames, England,United Kingdom,100.0,50.0
Kollam, Kerala,India,75.0,44.11764705882353
Valkeakoski, ,Finland,100.0,50.0
Rajshahi, Rajshahi Division,Bangladesh,47.22222222222222,30.0
Brcko, Brcko District,Bosnia and Herzegovina,25.0,87.5
Simi Valley, California,United States of America,82.14285714285714,25.0
Fairfield, California,United States of America,87.5,37.5
Prijedor, Republika Srpska,Bosnia and Herzegovina,75.0,25.0
Guarapuava, Parana,Brazil,100.0,0.0
Bangor, Maine,United States of America,87.5,12.5
Rockville, Maryland,United States of America,87.5,50.0
Mount Gambier, South Australia,Australia,83.33333333333333,0.0
Laramie, Wyoming,United States of America,100.0,0.0
Almada, Setubal,Portugal,85.71428571428572,50.0
Armenia, Quindio Department,Colombia,62.5,37.5
Okinawa, Okinawa Prefecture,Japan,80.55555555555556,40.0
Nuevo Laredo, Tamaulipas State,Mexico,37.5,68.75
Parkersburg, West Virginia,United States of America,0.0,100.0
Kalgoorlie, Western Australia,Australia,75.0,50.0
Kota, ,India,30.208333333333336,48.4375
Muradabad, Uttar Pradesh,India,37.5,43.75
Dimitrovgrad, Haskovo Province,Bulgaria,12.5,50.0
Amol, Mazandaran Province,Iran,100.0,75.0
Fayetteville, North Carolina,United States of America,77.08333333333333,66.66666666666666
